"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"26.11.2019 10:15 - 26.11.2019 10:30","71452","72180"
"26.11.2019 10:30 - 26.11.2019 10:45","71741","72137"
"26.11.2019 10:45 - 26.11.2019 11:00","71815","71913"
"26.11.2019 11:00 - 26.11.2019 11:15","71188","71709"
"26.11.2019 11:15 - 26.11.2019 11:30","71077","71553"
"26.11.2019 11:30 - 26.11.2019 11:45","71072","71498"
"26.11.2019 11:45 - 26.11.2019 12:00","71291","71274"
"26.11.2019 12:00 - 26.11.2019 12:15","71110","70870"
"26.11.2019 12:15 - 26.11.2019 12:30","71029","70923"
"26.11.2019 12:30 - 26.11.2019 12:45","70520","70736"
"26.11.2019 12:45 - 26.11.2019 13:00","70177","70111"
"26.11.2019 13:00 - 26.11.2019 13:15","70021","70202"
"26.11.2019 13:15 - 26.11.2019 13:30","69809","70483"
"26.11.2019 13:30 - 26.11.2019 13:45","69796","70209"
"26.11.2019 13:45 - 26.11.2019 14:00","69644","70002"
"26.11.2019 14:00 - 26.11.2019 14:15","69789","70066"
"26.11.2019 14:15 - 26.11.2019 14:30","69594","69762"
"26.11.2019 14:30 - 26.11.2019 14:45","69303","69594"
"26.11.2019 14:45 - 26.11.2019 15:00","69135","69354"
"26.11.2019 15:00 - 26.11.2019 15:15","69208","69791"
"26.11.2019 15:15 - 26.11.2019 15:30","69474","70459"
"26.11.2019 15:30 - 26.11.2019 15:45","70053","71017"
"26.11.2019 15:45 - 26.11.2019 16:00","70551","71720"
"26.11.2019 16:00 - 26.11.2019 16:15","71277","72281"
"26.11.2019 16:15 - 26.11.2019 16:30","71708","72706"
"26.11.2019 16:30 - 26.11.2019 16:45","72089","72923"
"26.11.2019 16:45 - 26.11.2019 17:00","72215","72713"
"26.11.2019 17:00 - 26.11.2019 17:15","72050","72643"
"26.11.2019 17:15 - 26.11.2019 17:30","71894","72357"
"26.11.2019 17:30 - 26.11.2019 17:45","71727","72299"
"26.11.2019 17:45 - 26.11.2019 18:00","71236","71962"
"26.11.2019 18:00 - 26.11.2019 18:15","71350","71371"
"26.11.2019 18:15 - 26.11.2019 18:30","70324","70801"
"26.11.2019 18:30 - 26.11.2019 18:45","69814","70436"
"26.11.2019 18:45 - 26.11.2019 19:00","69083","70167"
"26.11.2019 19:00 - 26.11.2019 19:15","67955","68847"
"26.11.2019 19:15 - 26.11.2019 19:30","66692","67473"
"26.11.2019 19:30 - 26.11.2019 19:45","65894","66793"
"26.11.2019 19:45 - 26.11.2019 20:00","64788","65975"
"26.11.2019 20:00 - 26.11.2019 20:15","63996","65127"
"26.11.2019 20:15 - 26.11.2019 20:30","63396","64123"
"26.11.2019 20:30 - 26.11.2019 20:45","62228","63049"
"26.11.2019 20:45 - 26.11.2019 21:00","61685","61999"
"26.11.2019 21:00 - 26.11.2019 21:15","61360","60999"
"26.11.2019 21:15 - 26.11.2019 21:30","60548","60353"
"26.11.2019 21:30 - 26.11.2019 21:45","59709","59437"
"26.11.2019 21:45 - 26.11.2019 22:00","58459","58165"
"26.11.2019 22:00 - 26.11.2019 22:15","57273","56292"
"26.11.2019 22:15 - 26.11.2019 22:30","56222","55095"
"26.11.2019 22:30 - 26.11.2019 22:45","55251","53932"
"26.11.2019 22:45 - 26.11.2019 23:00","54684","53475"
"26.11.2019 23:00 - 26.11.2019 23:15","52064","52371"
"26.11.2019 23:15 - 26.11.2019 23:30","51234","51700"
"26.11.2019 23:30 - 26.11.2019 23:45","50774","51340"
"26.11.2019 23:45 - 27.11.2019 00:00","50347","50769"
"27.11.2019 00:00 - 27.11.2019 00:15","49731","49671"
"27.11.2019 00:15 - 27.11.2019 00:30","49274","49048"
"27.11.2019 00:30 - 27.11.2019 00:45","48937","48863"
"27.11.2019 00:45 - 27.11.2019 01:00","48720","49166"
"27.11.2019 01:00 - 27.11.2019 01:15","48281","48705"
"27.11.2019 01:15 - 27.11.2019 01:30","48348","48523"
"27.11.2019 01:30 - 27.11.2019 01:45","48384","48539"
"27.11.2019 01:45 - 27.11.2019 02:00","48410","48743"
"27.11.2019 02:00 - 27.11.2019 02:15","48581","49329"
"27.11.2019 02:15 - 27.11.2019 02:30","48694","49472"
"27.11.2019 02:30 - 27.11.2019 02:45","48853","49458"
"27.11.2019 02:45 - 27.11.2019 03:00","49047","49711"
"27.11.2019 03:00 - 27.11.2019 03:15","49499","50259"
"27.11.2019 03:15 - 27.11.2019 03:30","49916","50785"
"27.11.2019 03:30 - 27.11.2019 03:45","50218","51249"
"27.11.2019 03:45 - 27.11.2019 04:00","51004","51755"
"27.11.2019 04:00 - 27.11.2019 04:15","52277","53294"
"27.11.2019 04:15 - 27.11.2019 04:30","52974","53977"
"27.11.2019 04:30 - 27.11.2019 04:45","54162","54944"
"27.11.2019 04:45 - 27.11.2019 05:00","55459","56191"
"27.11.2019 05:00 - 27.11.2019 05:15","58341","59464"
"27.11.2019 05:15 - 27.11.2019 05:30","60560","61804"
"27.11.2019 05:30 - 27.11.2019 05:45","62518","63924"
"27.11.2019 05:45 - 27.11.2019 06:00","64217","65579"
"27.11.2019 06:00 - 27.11.2019 06:15","66044","67751"
"27.11.2019 06:15 - 27.11.2019 06:30","66892","69200"
"27.11.2019 06:30 - 27.11.2019 06:45","67899","70167"
"27.11.2019 06:45 - 27.11.2019 07:00","68502","70735"
"27.11.2019 07:00 - 27.11.2019 07:15","69050","71800"
"27.11.2019 07:15 - 27.11.2019 07:30","69267","72349"
"27.11.2019 07:30 - 27.11.2019 07:45","69619","72898"
"27.11.2019 07:45 - 27.11.2019 08:00","69671","73028"
"27.11.2019 08:00 - 27.11.2019 08:15","69012","72654"
"27.11.2019 08:15 - 27.11.2019 08:30","69450","73069"
"27.11.2019 08:30 - 27.11.2019 08:45","69834","73321"
"27.11.2019 08:45 - 27.11.2019 09:00","70182","73469"
"27.11.2019 09:00 - 27.11.2019 09:15","70090","73396"
"27.11.2019 09:15 - 27.11.2019 09:30","70333","73674"
"27.11.2019 09:30 - 27.11.2019 09:45","70429","73919"
"27.11.2019 09:45 - 27.11.2019 10:00","70711","73976"
"27.11.2019 10:00 - 27.11.2019 10:15","70781","74322"
"27.11.2019 10:15 - 27.11.2019 10:30","70988","74603"
"27.11.2019 10:30 - 27.11.2019 10:45","71169","74453"
"27.11.2019 10:45 - 27.11.2019 11:00","71188","74194"
"27.11.2019 11:00 - 27.11.2019 11:15","70807","73816"
"27.11.2019 11:15 - 27.11.2019 11:30","70668","73708"
"27.11.2019 11:30 - 27.11.2019 11:45","70436","73785"
"27.11.2019 11:45 - 27.11.2019 12:00","70523","73684"
"27.11.2019 12:00 - 27.11.2019 12:15","70557","74048"
"27.11.2019 12:15 - 27.11.2019 12:30","70304","74097"
"27.11.2019 12:30 - 27.11.2019 12:45","70027","73709"
"27.11.2019 12:45 - 27.11.2019 13:00","69509","73263"
"27.11.2019 13:00 - 27.11.2019 13:15","69412","72998"
"27.11.2019 13:15 - 27.11.2019 13:30","69367","72833"
"27.11.2019 13:30 - 27.11.2019 13:45","69340","72180"
"27.11.2019 13:45 - 27.11.2019 14:00","69330","71848"
"27.11.2019 14:00 - 27.11.2019 14:15","69372","72239"
"27.11.2019 14:15 - 27.11.2019 14:30","69067","72066"
"27.11.2019 14:30 - 27.11.2019 14:45","69032","71785"
"27.11.2019 14:45 - 27.11.2019 15:00","68771","71684"
"27.11.2019 15:00 - 27.11.2019 15:15","68915","71880"
"27.11.2019 15:15 - 27.11.2019 15:30","69158","72368"
"27.11.2019 15:30 - 27.11.2019 15:45","69660","73081"
"27.11.2019 15:45 - 27.11.2019 16:00","70278","73511"
"27.11.2019 16:00 - 27.11.2019 16:15","70897","74096"
"27.11.2019 16:15 - 27.11.2019 16:30","71217","74396"
"27.11.2019 16:30 - 27.11.2019 16:45","71358","74758"
"27.11.2019 16:45 - 27.11.2019 17:00","71443","74143"
"27.11.2019 17:00 - 27.11.2019 17:15","71176","73829"
"27.11.2019 17:15 - 27.11.2019 17:30","70988","73520"
"27.11.2019 17:30 - 27.11.2019 17:45","70744","73371"
"27.11.2019 17:45 - 27.11.2019 18:00","70436","73370"
"27.11.2019 18:00 - 27.11.2019 18:15","70214","72372"
"27.11.2019 18:15 - 27.11.2019 18:30","69478","71804"
"27.11.2019 18:30 - 27.11.2019 18:45","68896","70983"
"27.11.2019 18:45 - 27.11.2019 19:00","68256","70285"
"27.11.2019 19:00 - 27.11.2019 19:15","67039","68610"
"27.11.2019 19:15 - 27.11.2019 19:30","65872","67688"
"27.11.2019 19:30 - 27.11.2019 19:45","64866","66819"
"27.11.2019 19:45 - 27.11.2019 20:00","63879","65810"
"27.11.2019 20:00 - 27.11.2019 20:15","63111","64750"
"27.11.2019 20:15 - 27.11.2019 20:30","62484","63905"
"27.11.2019 20:30 - 27.11.2019 20:45","61598","62883"
"27.11.2019 20:45 - 27.11.2019 21:00","60671","61877"
"27.11.2019 21:00 - 27.11.2019 21:15","60310","61496"
"27.11.2019 21:15 - 27.11.2019 21:30","59548","60791"
"27.11.2019 21:30 - 27.11.2019 21:45","58356","59662"
"27.11.2019 21:45 - 27.11.2019 22:00","57333","58597"
"27.11.2019 22:00 - 27.11.2019 22:15","56031","57236"
"27.11.2019 22:15 - 27.11.2019 22:30","54977","55975"
"27.11.2019 22:30 - 27.11.2019 22:45","54096","55182"
"27.11.2019 22:45 - 27.11.2019 23:00","53288","54553"
"27.11.2019 23:00 - 27.11.2019 23:15","52753","53231"
"27.11.2019 23:15 - 27.11.2019 23:30","51921","52187"
"27.11.2019 23:30 - 27.11.2019 23:45","51350","51408"
"27.11.2019 23:45 - 28.11.2019 00:00","50984","50850"
"28.11.2019 00:00 - 28.11.2019 00:15","50269","50504"
"28.11.2019 00:15 - 28.11.2019 00:30","49691","49992"
"28.11.2019 00:30 - 28.11.2019 00:45","49456","49753"
"28.11.2019 00:45 - 28.11.2019 01:00","49233","49407"
"28.11.2019 01:00 - 28.11.2019 01:15","48857","49155"
"28.11.2019 01:15 - 28.11.2019 01:30","48829","49185"
"28.11.2019 01:30 - 28.11.2019 01:45","48822","49167"
"28.11.2019 01:45 - 28.11.2019 02:00","48940","49254"
"28.11.2019 02:00 - 28.11.2019 02:15","48981","49423"
"28.11.2019 02:15 - 28.11.2019 02:30","49127","49639"
"28.11.2019 02:30 - 28.11.2019 02:45","49221","49562"
"28.11.2019 02:45 - 28.11.2019 03:00","49466","49794"
"28.11.2019 03:00 - 28.11.2019 03:15","49832","50411"
"28.11.2019 03:15 - 28.11.2019 03:30","50379","50941"
"28.11.2019 03:30 - 28.11.2019 03:45","50884","51700"
"28.11.2019 03:45 - 28.11.2019 04:00","51509","52548"
"28.11.2019 04:00 - 28.11.2019 04:15","52764","53841"
"28.11.2019 04:15 - 28.11.2019 04:30","53426","54612"
"28.11.2019 04:30 - 28.11.2019 04:45","54479","55912"
"28.11.2019 04:45 - 28.11.2019 05:00","55859","57605"
"28.11.2019 05:00 - 28.11.2019 05:15","58810","60010"
"28.11.2019 05:15 - 28.11.2019 05:30","60905","62749"
"28.11.2019 05:30 - 28.11.2019 05:45","62809","64569"
"28.11.2019 05:45 - 28.11.2019 06:00","64390","66331"
"28.11.2019 06:00 - 28.11.2019 06:15","66610","67644"
"28.11.2019 06:15 - 28.11.2019 06:30","67647","69040"
"28.11.2019 06:30 - 28.11.2019 06:45","67725","69983"
"28.11.2019 06:45 - 28.11.2019 07:00","68361","70473"
"28.11.2019 07:00 - 28.11.2019 07:15","69149","70888"
"28.11.2019 07:15 - 28.11.2019 07:30","69393","71248"
"28.11.2019 07:30 - 28.11.2019 07:45","69582","71429"
"28.11.2019 07:45 - 28.11.2019 08:00","69863","71382"
"28.11.2019 08:00 - 28.11.2019 08:15","69396","70861"
"28.11.2019 08:15 - 28.11.2019 08:30","69788","71050"
"28.11.2019 08:30 - 28.11.2019 08:45","70277","71196"
"28.11.2019 08:45 - 28.11.2019 09:00","70449","71045"
"28.11.2019 09:00 - 28.11.2019 09:15","70445","71298"
"28.11.2019 09:15 - 28.11.2019 09:30","70778","71301"
"28.11.2019 09:30 - 28.11.2019 09:45","70789","71971"
"28.11.2019 09:45 - 28.11.2019 10:00","71027","72734"
"28.11.2019 10:00 - 28.11.2019 10:15","71320","72712"
"28.11.2019 10:15 - 28.11.2019 10:30","71394","72745"
"28.11.2019 10:30 - 28.11.2019 10:45","71620","73380"
"28.11.2019 10:45 - 28.11.2019 11:00","71753","73086"
"28.11.2019 11:00 - 28.11.2019 11:15","71216","72236"
"28.11.2019 11:15 - 28.11.2019 11:30","71115","72232"
"28.11.2019 11:30 - 28.11.2019 11:45","70909","72303"
"28.11.2019 11:45 - 28.11.2019 12:00","71096","72706"
"28.11.2019 12:00 - 28.11.2019 12:15","71068","72830"
"28.11.2019 12:15 - 28.11.2019 12:30","71069","72558"
"28.11.2019 12:30 - 28.11.2019 12:45","70553","72192"
"28.11.2019 12:45 - 28.11.2019 13:00","70076","71418"
"28.11.2019 13:00 - 28.11.2019 13:15","69820","71031"
"28.11.2019 13:15 - 28.11.2019 13:30","69667","71611"
"28.11.2019 13:30 - 28.11.2019 13:45","69644","71431"
"28.11.2019 13:45 - 28.11.2019 14:00","69614","71489"
"28.11.2019 14:00 - 28.11.2019 14:15","69609","71448"
"28.11.2019 14:15 - 28.11.2019 14:30","69362","70776"
"28.11.2019 14:30 - 28.11.2019 14:45","69230","70717"
"28.11.2019 14:45 - 28.11.2019 15:00","69132","70745"
"28.11.2019 15:00 - 28.11.2019 15:15","69300","71069"
"28.11.2019 15:15 - 28.11.2019 15:30","69443","71327"
"28.11.2019 15:30 - 28.11.2019 15:45","70050","72082"
"28.11.2019 15:45 - 28.11.2019 16:00","70780","72738"
"28.11.2019 16:00 - 28.11.2019 16:15","71345","72773"
"28.11.2019 16:15 - 28.11.2019 16:30","71607","73110"
"28.11.2019 16:30 - 28.11.2019 16:45","71877","72824"
"28.11.2019 16:45 - 28.11.2019 17:00","71905","73020"
"28.11.2019 17:00 - 28.11.2019 17:15","71605","72590"
"28.11.2019 17:15 - 28.11.2019 17:30","71495","72316"
"28.11.2019 17:30 - 28.11.2019 17:45","71202","71939"
"28.11.2019 17:45 - 28.11.2019 18:00","70770","71556"
"28.11.2019 18:00 - 28.11.2019 18:15","70605","71165"
"28.11.2019 18:15 - 28.11.2019 18:30","69814","70653"
"28.11.2019 18:30 - 28.11.2019 18:45","69341","70075"
"28.11.2019 18:45 - 28.11.2019 19:00","68772","69255"
"28.11.2019 19:00 - 28.11.2019 19:15","67429","68507"
"28.11.2019 19:15 - 28.11.2019 19:30","66294","67343"
"28.11.2019 19:30 - 28.11.2019 19:45","65497","66384"
"28.11.2019 19:45 - 28.11.2019 20:00","64415","65194"
"28.11.2019 20:00 - 28.11.2019 20:15","63588","64094"
"28.11.2019 20:15 - 28.11.2019 20:30","62944","63410"
"28.11.2019 20:30 - 28.11.2019 20:45","61987","62112"
"28.11.2019 20:45 - 28.11.2019 21:00","61283","61137"
"28.11.2019 21:00 - 28.11.2019 21:15","60954","60861"
"28.11.2019 21:15 - 28.11.2019 21:30","60146","60099"
"28.11.2019 21:30 - 28.11.2019 21:45","59016","59151"
"28.11.2019 21:45 - 28.11.2019 22:00","58032","58250"
"28.11.2019 22:00 - 28.11.2019 22:15","56883","56940"
"28.11.2019 22:15 - 28.11.2019 22:30","55820","56175"
"28.11.2019 22:30 - 28.11.2019 22:45","54973","55462"
"28.11.2019 22:45 - 28.11.2019 23:00","54213","54453"
"28.11.2019 23:00 - 28.11.2019 23:15","53823","53353"
"28.11.2019 23:15 - 28.11.2019 23:30","52864","52756"
"28.11.2019 23:30 - 28.11.2019 23:45","52366","51540"
"28.11.2019 23:45 - 29.11.2019 00:00","51932","50436"
"29.11.2019 00:00 - 29.11.2019 00:15","51270","49668"
"29.11.2019 00:15 - 29.11.2019 00:30","50590","49144"
"29.11.2019 00:30 - 29.11.2019 00:45","50343","49170"
"29.11.2019 00:45 - 29.11.2019 01:00","50099","49204"
"29.11.2019 01:00 - 29.11.2019 01:15","49704","49147"
"29.11.2019 01:15 - 29.11.2019 01:30","49678","49214"
"29.11.2019 01:30 - 29.11.2019 01:45","49579","49164"
"29.11.2019 01:45 - 29.11.2019 02:00","49738","49315"
"29.11.2019 02:00 - 29.11.2019 02:15","49736","48911"
"29.11.2019 02:15 - 29.11.2019 02:30","49956","49029"
"29.11.2019 02:30 - 29.11.2019 02:45","49997","49131"
"29.11.2019 02:45 - 29.11.2019 03:00","50295","49496"
"29.11.2019 03:00 - 29.11.2019 03:15","50670","50580"
"29.11.2019 03:15 - 29.11.2019 03:30","51241","51261"
"29.11.2019 03:30 - 29.11.2019 03:45","51711","51914"
"29.11.2019 03:45 - 29.11.2019 04:00","52306","52203"
"29.11.2019 04:00 - 29.11.2019 04:15","53518","53437"
"29.11.2019 04:15 - 29.11.2019 04:30","54144","54193"
"29.11.2019 04:30 - 29.11.2019 04:45","55209","55396"
"29.11.2019 04:45 - 29.11.2019 05:00","56723","56931"
"29.11.2019 05:00 - 29.11.2019 05:15","59667","59987"
"29.11.2019 05:15 - 29.11.2019 05:30","61757","62270"
"29.11.2019 05:30 - 29.11.2019 05:45","63712","64281"
"29.11.2019 05:45 - 29.11.2019 06:00","64931","66011"
"29.11.2019 06:00 - 29.11.2019 06:15","67191","68042"
"29.11.2019 06:15 - 29.11.2019 06:30","68295","69366"
"29.11.2019 06:30 - 29.11.2019 06:45","67963","70573"
"29.11.2019 06:45 - 29.11.2019 07:00","68653","71244"
"29.11.2019 07:00 - 29.11.2019 07:15","69529","71389"
"29.11.2019 07:15 - 29.11.2019 07:30","69740","71235"
"29.11.2019 07:30 - 29.11.2019 07:45","70126","71503"
"29.11.2019 07:45 - 29.11.2019 08:00","70496","71555"
"29.11.2019 08:00 - 29.11.2019 08:15","70097","70680"
"29.11.2019 08:15 - 29.11.2019 08:30","70501","70222"
"29.11.2019 08:30 - 29.11.2019 08:45","70811","70472"
"29.11.2019 08:45 - 29.11.2019 09:00","70945","70869"
"29.11.2019 09:00 - 29.11.2019 09:15","70909","70900"
"29.11.2019 09:15 - 29.11.2019 09:30","71270","71383"
"29.11.2019 09:30 - 29.11.2019 09:45","71328","71275"
"29.11.2019 09:45 - 29.11.2019 10:00","71479","71572"
"29.11.2019 10:00 - 29.11.2019 10:15","71630","71726"
"29.11.2019 10:15 - 29.11.2019 10:30","71878","71901"
"29.11.2019 10:30 - 29.11.2019 10:45","72026","72121"
"29.11.2019 10:45 - 29.11.2019 11:00","72220","71890"
"29.11.2019 11:00 - 29.11.2019 11:15","71522","71509"
"29.11.2019 11:15 - 29.11.2019 11:30","71258","71231"
"29.11.2019 11:30 - 29.11.2019 11:45","70939","70682"
"29.11.2019 11:45 - 29.11.2019 12:00","70578","70530"
"29.11.2019 12:00 - 29.11.2019 12:15","70406","70398"
"29.11.2019 12:15 - 29.11.2019 12:30","69955","70338"
"29.11.2019 12:30 - 29.11.2019 12:45","69372","70227"
"29.11.2019 12:45 - 29.11.2019 13:00","68781","69844"
"29.11.2019 13:00 - 29.11.2019 13:15","68415","68713"
"29.11.2019 13:15 - 29.11.2019 13:30","68309","68189"
"29.11.2019 13:30 - 29.11.2019 13:45","67957","67709"
"29.11.2019 13:45 - 29.11.2019 14:00","67862","67187"
"29.11.2019 14:00 - 29.11.2019 14:15","67892","67057"
"29.11.2019 14:15 - 29.11.2019 14:30","67478","66608"
"29.11.2019 14:30 - 29.11.2019 14:45","67456","66215"
"29.11.2019 14:45 - 29.11.2019 15:00","67294","66073"
"29.11.2019 15:00 - 29.11.2019 15:15","67535","66519"
"29.11.2019 15:15 - 29.11.2019 15:30","67619","66757"
"29.11.2019 15:30 - 29.11.2019 15:45","68393","67148"
"29.11.2019 15:45 - 29.11.2019 16:00","69248","68451"
"29.11.2019 16:00 - 29.11.2019 16:15","70013","69402"
"29.11.2019 16:15 - 29.11.2019 16:30","70449","69338"
"29.11.2019 16:30 - 29.11.2019 16:45","70707","68857"
"29.11.2019 16:45 - 29.11.2019 17:00","70643","69268"
"29.11.2019 17:00 - 29.11.2019 17:15","70518","69022"
"29.11.2019 17:15 - 29.11.2019 17:30","70225","68435"
"29.11.2019 17:30 - 29.11.2019 17:45","69970","68227"
"29.11.2019 17:45 - 29.11.2019 18:00","69467","67879"
"29.11.2019 18:00 - 29.11.2019 18:15","69431","67514"
"29.11.2019 18:15 - 29.11.2019 18:30","68321","66751"
"29.11.2019 18:30 - 29.11.2019 18:45","67705","66048"
"29.11.2019 18:45 - 29.11.2019 19:00","67037","65591"
"29.11.2019 19:00 - 29.11.2019 19:15","65757","64440"
"29.11.2019 19:15 - 29.11.2019 19:30","64433","63442"
"29.11.2019 19:30 - 29.11.2019 19:45","63482","62381"
"29.11.2019 19:45 - 29.11.2019 20:00","62562","61272"
"29.11.2019 20:00 - 29.11.2019 20:15","61528","60518"
"29.11.2019 20:15 - 29.11.2019 20:30","60829","59751"
"29.11.2019 20:30 - 29.11.2019 20:45","59955","58813"
"29.11.2019 20:45 - 29.11.2019 21:00","59465","58115"
"29.11.2019 21:00 - 29.11.2019 21:15","59235","57861"
"29.11.2019 21:15 - 29.11.2019 21:30","58399","57353"
"29.11.2019 21:30 - 29.11.2019 21:45","57713","56475"
"29.11.2019 21:45 - 29.11.2019 22:00","56737","55438"
"29.11.2019 22:00 - 29.11.2019 22:15","55654","54081"
"29.11.2019 22:15 - 29.11.2019 22:30","54779","53040"
"29.11.2019 22:30 - 29.11.2019 22:45","53967","52275"
"29.11.2019 22:45 - 29.11.2019 23:00","53279","51454"
"29.11.2019 23:00 - 29.11.2019 23:15","53396","50672"
"29.11.2019 23:15 - 29.11.2019 23:30","52114","49927"
"29.11.2019 23:30 - 29.11.2019 23:45","51845","49509"
"29.11.2019 23:45 - 30.11.2019 00:00","51220","49106"
"30.11.2019 00:00 - 30.11.2019 00:15","50301","48665"
"30.11.2019 00:15 - 30.11.2019 00:30","49391","48181"
"30.11.2019 00:30 - 30.11.2019 00:45","49360","47923"
"30.11.2019 00:45 - 30.11.2019 01:00","49188","47648"
"30.11.2019 01:00 - 30.11.2019 01:15","48407","47244"
"30.11.2019 01:15 - 30.11.2019 01:30","48240","46794"
"30.11.2019 01:30 - 30.11.2019 01:45","48099","46717"
"30.11.2019 01:45 - 30.11.2019 02:00","48166","46565"
"30.11.2019 02:00 - 30.11.2019 02:15","47933","46518"
"30.11.2019 02:15 - 30.11.2019 02:30","48169","46457"
"30.11.2019 02:30 - 30.11.2019 02:45","47745","46468"
"30.11.2019 02:45 - 30.11.2019 03:00","48036","46284"
"30.11.2019 03:00 - 30.11.2019 03:15","48167","46287"
"30.11.2019 03:15 - 30.11.2019 03:30","48443","46355"
"30.11.2019 03:30 - 30.11.2019 03:45","48148","46512"
"30.11.2019 03:45 - 30.11.2019 04:00","48292","46461"
"30.11.2019 04:00 - 30.11.2019 04:15","48492","46507"
"30.11.2019 04:15 - 30.11.2019 04:30","48687","46286"
"30.11.2019 04:30 - 30.11.2019 04:45","48479","46351"
"30.11.2019 04:45 - 30.11.2019 05:00","48658","46344"
"30.11.2019 05:00 - 30.11.2019 05:15","49364","46218"
"30.11.2019 05:15 - 30.11.2019 05:30","49852","46610"
"30.11.2019 05:30 - 30.11.2019 05:45","50423","46931"
"30.11.2019 05:45 - 30.11.2019 06:00","51011","47504"
"30.11.2019 06:00 - 30.11.2019 06:15","52085","48967"
"30.11.2019 06:15 - 30.11.2019 06:30","52844","50229"
"30.11.2019 06:30 - 30.11.2019 06:45","53861","51064"
"30.11.2019 06:45 - 30.11.2019 07:00","54844","51768"
"30.11.2019 07:00 - 30.11.2019 07:15","55655","52977"
"30.11.2019 07:15 - 30.11.2019 07:30","56138","53962"
"30.11.2019 07:30 - 30.11.2019 07:45","57218","54865"
"30.11.2019 07:45 - 30.11.2019 08:00","57972","55339"
"30.11.2019 08:00 - 30.11.2019 08:15","58528","55555"
"30.11.2019 08:15 - 30.11.2019 08:30","59148","56160"
"30.11.2019 08:30 - 30.11.2019 08:45","59765","56598"
"30.11.2019 08:45 - 30.11.2019 09:00","60092","56922"
"30.11.2019 09:00 - 30.11.2019 09:15","60427","57218"
"30.11.2019 09:15 - 30.11.2019 09:30","60606","57542"
"30.11.2019 09:30 - 30.11.2019 09:45","60493","57745"
"30.11.2019 09:45 - 30.11.2019 10:00","60602","57625"
"30.11.2019 10:00 - 30.11.2019 10:15","60963","57447"
"30.11.2019 10:15 - 30.11.2019 10:30","61044","57790"
"30.11.2019 10:30 - 30.11.2019 10:45","61296","57534"
"30.11.2019 10:45 - 30.11.2019 11:00","61277","57418"
"30.11.2019 11:00 - 30.11.2019 11:15","60759","57193"
"30.11.2019 11:15 - 30.11.2019 11:30","60462","57072"
"30.11.2019 11:30 - 30.11.2019 11:45","60253","56941"
"30.11.2019 11:45 - 30.11.2019 12:00","59859","56274"
"30.11.2019 12:00 - 30.11.2019 12:15","59406","56595"
"30.11.2019 12:15 - 30.11.2019 12:30","59116","56419"
"30.11.2019 12:30 - 30.11.2019 12:45","58598","55817"
"30.11.2019 12:45 - 30.11.2019 13:00","58385","55257"
"30.11.2019 13:00 - 30.11.2019 13:15","57954","55102"
"30.11.2019 13:15 - 30.11.2019 13:30","57513","54733"
"30.11.2019 13:30 - 30.11.2019 13:45","57374","54394"
"30.11.2019 13:45 - 30.11.2019 14:00","57367","54129"
