"MTU (UTC)","Generation - Solar  [MW] Day Ahead/ BZN|FR","Generation - Solar  [MW] Intraday / BZN|FR","Generation - Solar  [MW] Current / BZN|FR","Generation - Wind Offshore  [MW] Day Ahead/ BZN|FR","Generation - Wind Offshore  [MW] Intraday / BZN|FR","Generation - Wind Offshore  [MW] Current / BZN|FR","Generation - Wind Onshore  [MW] Day Ahead/ BZN|FR","Generation - Wind Onshore  [MW] Intraday / BZN|FR","Generation - Wind Onshore  [MW] Current / BZN|FR"
"03.06.2020 04:00 - 03.06.2020 05:00","3","N/A","3","n/e","n/e","n/e","861","N/A","844"
"03.06.2020 05:00 - 03.06.2020 06:00","353","373","373","n/e","n/e","n/e","729","828","828"
"03.06.2020 06:00 - 03.06.2020 07:00","1184","1231","1231","n/e","n/e","n/e","598","711","711"
"03.06.2020 07:00 - 03.06.2020 08:00","2485","2542","2542","n/e","n/e","n/e","541","625","625"
"03.06.2020 08:00 - 03.06.2020 09:00","3754","3802","3761","n/e","n/e","n/e","484","549","545"
"03.06.2020 09:00 - 03.06.2020 10:00","4630","4711","4569","n/e","n/e","n/e","428","482","467"
"03.06.2020 10:00 - 03.06.2020 11:00","5260","5246","5060","n/e","n/e","n/e","619","585","571"
"03.06.2020 11:00 - 03.06.2020 12:00","5378","5548","5137","n/e","n/e","n/e","811","696","686"
"03.06.2020 12:00 - 03.06.2020 13:00","5049","5420","5008","n/e","n/e","n/e","1003","809","804"
"03.06.2020 13:00 - 03.06.2020 14:00","4798","4998","4625","n/e","n/e","n/e","1211","1037","938"
"03.06.2020 14:00 - 03.06.2020 15:00","4106","4473","4105","n/e","n/e","n/e","1418","1270","1075"
"03.06.2020 15:00 - 03.06.2020 16:00","3380","3622","3373","n/e","n/e","n/e","1625","1505","1213"
"03.06.2020 16:00 - 03.06.2020 17:00","2595","2677","2541","n/e","n/e","n/e","1763","1647","1337"
"03.06.2020 17:00 - 03.06.2020 18:00","1573","1536","1441","n/e","n/e","n/e","1902","1790","1464"
"03.06.2020 18:00 - 03.06.2020 19:00","681","635","638","n/e","n/e","n/e","2041","1934","1592"
"03.06.2020 19:00 - 03.06.2020 20:00","136","121","130","n/e","n/e","n/e","2184","2055","1775"
"03.06.2020 20:00 - 03.06.2020 21:00","0","0","0","n/e","n/e","n/e","2328","2176","1958"
"03.06.2020 21:00 - 03.06.2020 22:00","0","0","0","n/e","n/e","n/e","2471","2297","2142"
"03.06.2020 22:00 - 03.06.2020 23:00","0","N/A","0","n/e","n/e","n/e","2304","N/A","2546"
"03.06.2020 23:00 - 04.06.2020 00:00","0","N/A","0","n/e","n/e","n/e","2288","N/A","2505"
"04.06.2020 00:00 - 04.06.2020 01:00","0","N/A","0","n/e","n/e","n/e","2273","N/A","2472"
"04.06.2020 01:00 - 04.06.2020 02:00","0","N/A","0","n/e","n/e","n/e","2405","N/A","2593"
"04.06.2020 02:00 - 04.06.2020 03:00","0","N/A","0","n/e","n/e","n/e","2537","N/A","2722"
"04.06.2020 03:00 - 04.06.2020 04:00","0","N/A","0","n/e","n/e","n/e","2669","N/A","2856"
"04.06.2020 04:00 - 04.06.2020 05:00","2","N/A","2","n/e","n/e","n/e","2632","N/A","2754"
"04.06.2020 05:00 - 04.06.2020 06:00","242","235","235","n/e","n/e","n/e","2596","2475","2475"
"04.06.2020 06:00 - 04.06.2020 07:00","820","808","808","n/e","n/e","n/e","2560","2434","2434"
"04.06.2020 07:00 - 04.06.2020 08:00","1757","1731","1731","n/e","n/e","n/e","2505","2438","2438"
"04.06.2020 08:00 - 04.06.2020 09:00","2720","2690","2379","n/e","n/e","n/e","2450","2440","2308"
"04.06.2020 09:00 - 04.06.2020 10:00","3392","3431","3234","n/e","n/e","n/e","2396","2439","2266"
"04.06.2020 10:00 - 04.06.2020 11:00","3732","3880","3873","n/e","n/e","n/e","2803","2672","2510"
"04.06.2020 11:00 - 04.06.2020 12:00","4093","3979","4344","n/e","n/e","n/e","3211","2904","2751"
"04.06.2020 12:00 - 04.06.2020 13:00","4048","3778","4382","n/e","n/e","n/e","3618","3134","2991"
"04.06.2020 13:00 - 04.06.2020 14:00","3949","3723","4251","n/e","n/e","n/e","4166","3464","3367"
"04.06.2020 14:00 - 04.06.2020 15:00","3675","3593","3850","n/e","n/e","n/e","4714","3793","3743"
"04.06.2020 15:00 - 04.06.2020 16:00","3199","3138","3358","n/e","n/e","n/e","5262","4122","4119"
"04.06.2020 16:00 - 04.06.2020 17:00","2493","2554","2704","n/e","n/e","n/e","4879","3965","3916"
"04.06.2020 17:00 - 04.06.2020 18:00","1620","1655","1695","n/e","n/e","n/e","4497","3809","3713"
"04.06.2020 18:00 - 04.06.2020 19:00","726","740","778","n/e","n/e","n/e","4116","3652","3510"
"04.06.2020 19:00 - 04.06.2020 20:00","153","153","157","n/e","n/e","n/e","3834","3403","3318"
"04.06.2020 20:00 - 04.06.2020 21:00","0","0","0","n/e","n/e","n/e","3552","3156","3126"
"04.06.2020 21:00 - 04.06.2020 22:00","0","0","0","n/e","n/e","n/e","3270","2911","2934"
"04.06.2020 22:00 - 04.06.2020 23:00","0","N/A","0","n/e","n/e","n/e","2959","N/A","2858"
"04.06.2020 23:00 - 05.06.2020 00:00","0","N/A","0","n/e","n/e","n/e","2943","N/A","2832"
"05.06.2020 00:00 - 05.06.2020 01:00","0","N/A","0","n/e","n/e","n/e","2927","N/A","2805"
"05.06.2020 01:00 - 05.06.2020 02:00","0","N/A","0","n/e","n/e","n/e","3388","N/A","3214"
"05.06.2020 02:00 - 05.06.2020 03:00","0","N/A","0","n/e","n/e","n/e","3850","N/A","3624"
"05.06.2020 03:00 - 05.06.2020 04:00","0","N/A","0","n/e","n/e","n/e","4311","N/A","4033"
"05.06.2020 04:00 - 05.06.2020 05:00","2","N/A","2","n/e","n/e","n/e","4816","N/A","4550"
"05.06.2020 05:00 - 05.06.2020 06:00","301","280","280","n/e","n/e","n/e","5321","5002","5002"
"05.06.2020 06:00 - 05.06.2020 07:00","925","917","917","n/e","n/e","n/e","5825","5597","5597"
"05.06.2020 07:00 - 05.06.2020 08:00","1946","1859","1859","n/e","n/e","n/e","6737","6692","6692"
"05.06.2020 08:00 - 05.06.2020 09:00","2991","2896","2421","n/e","n/e","n/e","7649","7783","7871"
"05.06.2020 09:00 - 05.06.2020 10:00","3748","3625","3146","n/e","n/e","n/e","8561","8871","9101"
"05.06.2020 10:00 - 05.06.2020 11:00","4269","4126","3717","n/e","n/e","n/e","9098","9399","9735"
"05.06.2020 11:00 - 05.06.2020 12:00","4525","4321","4127","n/e","n/e","n/e","9635","9925","10364"
"05.06.2020 12:00 - 05.06.2020 13:00","4615","4330","4110","n/e","n/e","n/e","10172","10451","10990"
"05.06.2020 13:00 - 05.06.2020 14:00","4425","4114","4260","n/e","n/e","n/e","10078","10361","10848"
"05.06.2020 14:00 - 05.06.2020 15:00","4066","3741","3971","n/e","n/e","n/e","9983","10271","10705"
"05.06.2020 15:00 - 05.06.2020 16:00","3515","3344","3427","n/e","n/e","n/e","9890","10181","10562"
"05.06.2020 16:00 - 05.06.2020 17:00","2745","2740","2705","n/e","n/e","n/e","8887","9361","9623"
"05.06.2020 17:00 - 05.06.2020 18:00","1784","1705","1703","n/e","n/e","n/e","7884","8542","8682"
"05.06.2020 18:00 - 05.06.2020 19:00","796","776","769","n/e","n/e","n/e","6881","7723","7741"
"05.06.2020 19:00 - 05.06.2020 20:00","151","151","151","n/e","n/e","n/e","6275","7146","6919"
"05.06.2020 20:00 - 05.06.2020 21:00","0","0","0","n/e","n/e","n/e","5668","6570","6097"
"05.06.2020 21:00 - 05.06.2020 22:00","0","0","0","n/e","n/e","n/e","5061","5993","5275"
"05.06.2020 22:00 - 05.06.2020 23:00","0","N/A","0","n/e","n/e","n/e","5197","N/A","5257"
"05.06.2020 23:00 - 06.06.2020 00:00","0","N/A","0","n/e","n/e","n/e","4890","N/A","5044"
"06.06.2020 00:00 - 06.06.2020 01:00","0","N/A","0","n/e","n/e","n/e","4584","N/A","4835"
"06.06.2020 01:00 - 06.06.2020 02:00","0","N/A","0","n/e","n/e","n/e","4352","N/A","4673"
"06.06.2020 02:00 - 06.06.2020 03:00","0","N/A","0","n/e","n/e","n/e","4118","N/A","4512"
"06.06.2020 03:00 - 06.06.2020 04:00","0","N/A","0","n/e","n/e","n/e","3885","N/A","4352"
"06.06.2020 04:00 - 06.06.2020 05:00","3","N/A","3","n/e","n/e","n/e","3764","N/A","4210"
"06.06.2020 05:00 - 06.06.2020 06:00","331","345","345","n/e","n/e","n/e","3644","4678","4678"
"06.06.2020 06:00 - 06.06.2020 07:00","1093","1139","1139","n/e","n/e","n/e","3524","4660","4660"
"06.06.2020 07:00 - 06.06.2020 08:00","2237","2329","2329","n/e","n/e","n/e","3716","4855","4855"
"06.06.2020 08:00 - 06.06.2020 09:00","3405","3450","3393","n/e","n/e","n/e","3908","5067","4714"
"06.06.2020 09:00 - 06.06.2020 10:00","4225","4230","4115","n/e","n/e","n/e","4102","5288","4982"
"06.06.2020 10:00 - 06.06.2020 11:00","4680","4625","4623","n/e","n/e","n/e","4761","5867","5641"
"06.06.2020 11:00 - 06.06.2020 12:00","4780","4787","4818","n/e","n/e","n/e","5420","6454","6309"
"06.06.2020 12:00 - 06.06.2020 13:00","4817","4602","4830","n/e","n/e","n/e","6080","7042","6980"
"06.06.2020 13:00 - 06.06.2020 14:00","4650","4441","4484","n/e","n/e","n/e","6423","7118","7063"
"06.06.2020 14:00 - 06.06.2020 15:00","4383","3983","4075","n/e","n/e","n/e","6766","7198","7151"
"06.06.2020 15:00 - 06.06.2020 16:00","3762","3417","3467","n/e","n/e","n/e","7111","7280","7241"
"06.06.2020 16:00 - 06.06.2020 17:00","2799","2534","2581","n/e","n/e","n/e","6728","6733","6719"
"06.06.2020 17:00 - 06.06.2020 18:00","1656","1440","1540","n/e","n/e","n/e","6344","6188","6198"
"06.06.2020 18:00 - 06.06.2020 19:00","711","618","653","n/e","n/e","n/e","5960","5644","5679"
"06.06.2020 19:00 - 06.06.2020 20:00","154","137","136","n/e","n/e","n/e","5515","4953","5078"
"06.06.2020 20:00 - 06.06.2020 21:00","0","0","0","n/e","n/e","n/e","5069","4262","4477"
"06.06.2020 21:00 - 06.06.2020 22:00","0","0","0","n/e","n/e","n/e","4623","3569","3877"
"06.06.2020 22:00 - 06.06.2020 23:00","0","N/A","0","n/e","n/e","n/e","3526","N/A","3729"
"06.06.2020 23:00 - 07.06.2020 00:00","0","N/A","0","n/e","n/e","n/e","3424","N/A","3625"
"07.06.2020 00:00 - 07.06.2020 01:00","0","N/A","0","n/e","n/e","n/e","3324","N/A","3531"
"07.06.2020 01:00 - 07.06.2020 02:00","0","N/A","0","n/e","n/e","n/e","3203","N/A","3305"
"07.06.2020 02:00 - 07.06.2020 03:00","0","N/A","0","n/e","n/e","n/e","3080","N/A","3086"
"07.06.2020 03:00 - 07.06.2020 04:00","0","N/A","0","n/e","n/e","n/e","2960","N/A","2873"
"07.06.2020 04:00 - 07.06.2020 05:00","4","N/A","4","n/e","n/e","n/e","2730","N/A","2569"
"07.06.2020 05:00 - 07.06.2020 06:00","317","291","291","n/e","n/e","n/e","2503","1910","1910"
"07.06.2020 06:00 - 07.06.2020 07:00","1029","970","970","n/e","n/e","n/e","2277","1681","1681"
"07.06.2020 07:00 - 07.06.2020 08:00","2130","2002","2002","n/e","n/e","n/e","2102","1507","1507"
"07.06.2020 08:00 - 07.06.2020 09:00","3341","3258","3177","n/e","n/e","n/e","1928","1333","1262"
"07.06.2020 09:00 - 07.06.2020 10:00","4170","4172","4088","n/e","n/e","n/e","1759","1162","1135"
"07.06.2020 10:00 - 07.06.2020 11:00","4788","4855","4887","n/e","n/e","n/e","1881","1277","1239"
"07.06.2020 11:00 - 07.06.2020 12:00","5091","5111","5112","n/e","n/e","n/e","2006","1392","1344"
"07.06.2020 12:00 - 07.06.2020 13:00","5284","5035","5250","n/e","n/e","n/e","2132","1507","1449"
"07.06.2020 13:00 - 07.06.2020 14:00","5002","4776","5090","n/e","n/e","n/e","2127","1532","1496"
"07.06.2020 14:00 - 07.06.2020 15:00","4546","4382","4630","n/e","n/e","n/e","2121","1558","1543"
"07.06.2020 15:00 - 07.06.2020 16:00","3929","3646","3877","n/e","n/e","n/e","2116","1584","1590"
"07.06.2020 16:00 - 07.06.2020 17:00","3065","2994","3170","n/e","n/e","n/e","2012","1553","1565"
"07.06.2020 17:00 - 07.06.2020 18:00","1905","1892","1980","n/e","n/e","n/e","1909","1522","1538"
"07.06.2020 18:00 - 07.06.2020 19:00","823","837","868","n/e","n/e","n/e","1806","1493","1512"
"07.06.2020 19:00 - 07.06.2020 20:00","179","172","183","n/e","n/e","n/e","1792","1532","1588"
"07.06.2020 20:00 - 07.06.2020 21:00","0","0","0","n/e","n/e","n/e","1778","1571","1664"
"07.06.2020 21:00 - 07.06.2020 22:00","0","0","0","n/e","n/e","n/e","1765","1611","1741"
"07.06.2020 22:00 - 07.06.2020 23:00","0","N/A","0","n/e","n/e","n/e","1851","N/A","1604"
"07.06.2020 23:00 - 08.06.2020 00:00","0","N/A","0","n/e","n/e","n/e","1850","N/A","1646"
"08.06.2020 00:00 - 08.06.2020 01:00","0","N/A","0","n/e","n/e","n/e","1848","N/A","1689"
"08.06.2020 01:00 - 08.06.2020 02:00","0","N/A","0","n/e","n/e","n/e","1795","N/A","1638"
"08.06.2020 02:00 - 08.06.2020 03:00","0","N/A","0","n/e","n/e","n/e","1742","N/A","1589"
"08.06.2020 03:00 - 08.06.2020 04:00","0","N/A","0","n/e","n/e","n/e","1689","N/A","1540"
"08.06.2020 04:00 - 08.06.2020 05:00","5","N/A","5","n/e","n/e","n/e","1619","N/A","1467"
"08.06.2020 05:00 - 08.06.2020 06:00","367","368","368","n/e","n/e","n/e","1549","1381","1381"
"08.06.2020 06:00 - 08.06.2020 07:00","1170","1179","1179","n/e","n/e","n/e","1480","1309","1309"
"08.06.2020 07:00 - 08.06.2020 08:00","2462","2423","2423","n/e","n/e","n/e","1480","1312","1312"
"08.06.2020 08:00 - 08.06.2020 09:00","3842","3753","3845","n/e","n/e","n/e","1481","1320","1332"
"08.06.2020 09:00 - 08.06.2020 10:00","4881","4752","4886","n/e","n/e","n/e","1482","1332","1334"
"08.06.2020 10:00 - 08.06.2020 11:00","5460","5360","5498","n/e","n/e","n/e","1753","1636","1609"
"08.06.2020 11:00 - 08.06.2020 12:00","5675","5581","5618","n/e","n/e","n/e","2024","1943","1887"
"08.06.2020 12:00 - 08.06.2020 13:00","5672","5478","5499","n/e","n/e","n/e","2296","2251","2165"
"08.06.2020 13:00 - 08.06.2020 14:00","5176","5332","5118","n/e","n/e","n/e","2663","2642","2596"
"08.06.2020 14:00 - 08.06.2020 15:00","4765","4849","4577","n/e","n/e","n/e","3030","3035","3027"
"08.06.2020 15:00 - 08.06.2020 16:00","3952","4222","4068","n/e","n/e","n/e","3397","3428","3457"
"08.06.2020 16:00 - 08.06.2020 17:00","3054","3283","3228","n/e","n/e","n/e","3563","3496","3483"
"08.06.2020 17:00 - 08.06.2020 18:00","1915","2063","2069","n/e","n/e","n/e","3730","3564","3509"
"08.06.2020 18:00 - 08.06.2020 19:00","834","902","936","n/e","n/e","n/e","3896","3633","3534"
"08.06.2020 19:00 - 08.06.2020 20:00","189","187","199","n/e","n/e","n/e","3761","3487","3422"
"08.06.2020 20:00 - 08.06.2020 21:00","0","0","0","n/e","n/e","n/e","3625","3340","3311"
"08.06.2020 21:00 - 08.06.2020 22:00","0","0","0","n/e","n/e","n/e","3490","3193","3200"
"08.06.2020 22:00 - 08.06.2020 23:00","0","N/A","0","n/e","n/e","n/e","3011","N/A","3113"
"08.06.2020 23:00 - 09.06.2020 00:00","0","N/A","0","n/e","n/e","n/e","2974","N/A","3056"
"09.06.2020 00:00 - 09.06.2020 01:00","0","N/A","0","n/e","n/e","n/e","2937","N/A","3006"
"09.06.2020 01:00 - 09.06.2020 02:00","0","N/A","0","n/e","n/e","n/e","2896","N/A","2927"
"09.06.2020 02:00 - 09.06.2020 03:00","0","N/A","0","n/e","n/e","n/e","2855","N/A","2853"
"09.06.2020 03:00 - 09.06.2020 04:00","0","N/A","0","n/e","n/e","n/e","2814","N/A","2783"
"09.06.2020 04:00 - 09.06.2020 05:00","3","N/A","3","n/e","n/e","n/e","2644","N/A","2616"
"09.06.2020 05:00 - 09.06.2020 06:00","356","327","327","n/e","n/e","n/e","2475","2697","2697"
"09.06.2020 06:00 - 09.06.2020 07:00","1128","1053","1053","n/e","n/e","n/e","2305","2472","2472"
"09.06.2020 07:00 - 09.06.2020 08:00","2276","2135","2135","n/e","n/e","n/e","2239","2353","2353"
"09.06.2020 08:00 - 09.06.2020 09:00","3344","3349","3159","n/e","n/e","n/e","2173","2251","2079"
"09.06.2020 09:00 - 09.06.2020 10:00","4206","4119","4005","n/e","n/e","n/e","2108","2159","1939"
"09.06.2020 10:00 - 09.06.2020 11:00","4853","4659","4599","n/e","n/e","n/e","2164","2263","2036"
"09.06.2020 11:00 - 09.06.2020 12:00","5358","4910","4933","n/e","n/e","n/e","2221","2372","2141"
"09.06.2020 12:00 - 09.06.2020 13:00","5538","4885","4852","n/e","n/e","n/e","2278","2484","2249"
"09.06.2020 13:00 - 09.06.2020 14:00","5276","4777","4616","n/e","n/e","n/e","2359","2504","2327"
"09.06.2020 14:00 - 09.06.2020 15:00","4836","4297","4126","n/e","n/e","n/e","2441","2527","2407"
"09.06.2020 15:00 - 09.06.2020 16:00","4023","3775","3511","n/e","n/e","n/e","2521","2552","2487"
"09.06.2020 16:00 - 09.06.2020 17:00","3089","2955","2783","n/e","n/e","n/e","2541","2489","2415"
"09.06.2020 17:00 - 09.06.2020 18:00","1943","1871","1852","n/e","n/e","n/e","2561","2427","2343"
"09.06.2020 18:00 - 09.06.2020 19:00","868","855","868","n/e","n/e","n/e","2581","2366","2272"
"09.06.2020 19:00 - 09.06.2020 20:00","187","192","199","n/e","n/e","n/e","2579","2422","2343"
"09.06.2020 20:00 - 09.06.2020 21:00","0","0","0","n/e","n/e","n/e","2577","2478","2414"
"09.06.2020 21:00 - 09.06.2020 22:00","0","0","0","n/e","n/e","n/e","2575","2533","2485"
"09.06.2020 22:00 - 09.06.2020 23:00","0","N/A","0","n/e","n/e","n/e","2405","N/A","2297"
"09.06.2020 23:00 - 10.06.2020 00:00","0","N/A","0","n/e","n/e","n/e","2339","N/A","2203"
"10.06.2020 00:00 - 10.06.2020 01:00","0","N/A","0","n/e","n/e","n/e","2273","N/A","2113"
"10.06.2020 01:00 - 10.06.2020 02:00","0","N/A","0","n/e","n/e","n/e","2092","N/A","1991"
"10.06.2020 02:00 - 10.06.2020 03:00","0","N/A","0","n/e","n/e","n/e","1912","N/A","1872"
"10.06.2020 03:00 - 10.06.2020 04:00","0","N/A","0","n/e","n/e","n/e","1731","N/A","1755"
"10.06.2020 04:00 - 10.06.2020 05:00","3","N/A","3","n/e","n/e","n/e","1552","N/A","1585"
"10.06.2020 05:00 - 10.06.2020 06:00","343","357","357","n/e","n/e","n/e","1373","1316","1316"
"10.06.2020 06:00 - 10.06.2020 07:00","1095","1148","1148","n/e","n/e","n/e","1194","1190","1190"
"10.06.2020 07:00 - 10.06.2020 08:00","2313","2403","2403","n/e","n/e","n/e","1117","1097","1097"
"10.06.2020 08:00 - 10.06.2020 09:00","3491","3626","3589","n/e","n/e","n/e","1040","1007","1128"
"10.06.2020 09:00 - 10.06.2020 10:00","4462","4640","4548","n/e","n/e","n/e","964","936","1050"
"10.06.2020 10:00 - 10.06.2020 11:00","5064","5200","5194","n/e","n/e","n/e","1046","955","1073"
"10.06.2020 11:00 - 10.06.2020 12:00","5492","5327","5343","n/e","n/e","n/e","1128","982","1104"
"10.06.2020 12:00 - 10.06.2020 13:00","5350","5170","5419","n/e","n/e","n/e","1210","1013","1140"
"10.06.2020 13:00 - 10.06.2020 14:00","4920","4903","5068","n/e","n/e","n/e","1320","1054","1183"
"10.06.2020 14:00 - 10.06.2020 15:00","4291","4341","4452","n/e","n/e","n/e","1431","1097","1229"
"10.06.2020 15:00 - 10.06.2020 16:00","3325","3504","3598","n/e","n/e","n/e","1542","1140","1274"
"10.06.2020 16:00 - 10.06.2020 17:00","2454","2564","2600","n/e","n/e","n/e","1508","1140","1334"
"10.06.2020 17:00 - 10.06.2020 18:00","1505","1501","1506","n/e","n/e","n/e","1476","1141","1394"
"10.06.2020 18:00 - 10.06.2020 19:00","664","626","668","n/e","n/e","n/e","1444","1143","1455"
"10.06.2020 19:00 - 10.06.2020 20:00","140","130","132","n/e","n/e","n/e","1394","1076","1326"
"10.06.2020 20:00 - 10.06.2020 21:00","0","0","0","n/e","n/e","n/e","1344","1011","1198"
"10.06.2020 21:00 - 10.06.2020 22:00","0","0","0","n/e","n/e","n/e","1295","945","1069"
"10.06.2020 22:00 - 10.06.2020 23:00","0","N/A","0","n/e","n/e","n/e","1132","N/A","1111"
"10.06.2020 23:00 - 11.06.2020 00:00","0","N/A","0","n/e","n/e","n/e","1073","N/A","1080"
"11.06.2020 00:00 - 11.06.2020 01:00","0","N/A","0","n/e","n/e","n/e","1015","N/A","1051"
"11.06.2020 01:00 - 11.06.2020 02:00","0","N/A","0","n/e","n/e","n/e","1050","N/A","1129"
"11.06.2020 02:00 - 11.06.2020 03:00","0","N/A","0","n/e","n/e","n/e","1085","N/A","1207"
"11.06.2020 03:00 - 11.06.2020 04:00","0","N/A","0","n/e","n/e","n/e","1121","N/A","1287"
"11.06.2020 04:00 - 11.06.2020 05:00","3","N/A","3","n/e","n/e","n/e","1203","N/A","1460"
"11.06.2020 05:00 - 11.06.2020 06:00","250","268","268","n/e","n/e","n/e","1287","1820","1820"
"11.06.2020 06:00 - 11.06.2020 07:00","765","828","828","n/e","n/e","n/e","1371","2088","2088"
"11.06.2020 07:00 - 11.06.2020 08:00","1623","1720","1720","n/e","n/e","n/e","1640","2292","2292"
"11.06.2020 08:00 - 11.06.2020 09:00","2623","2677","2466","n/e","n/e","n/e","1911","2498","2527"
"11.06.2020 09:00 - 11.06.2020 10:00","3401","3503","3227","n/e","n/e","n/e","2182","2701","2727"
"11.06.2020 10:00 - 11.06.2020 11:00","3996","3997","3909","n/e","n/e","n/e","2656","2850","2868"
"11.06.2020 11:00 - 11.06.2020 12:00","4317","4143","4277","n/e","n/e","n/e","3132","2999","3006"
"11.06.2020 12:00 - 11.06.2020 13:00","4409","4234","4360","n/e","n/e","n/e","3608","3147","3146"
"11.06.2020 13:00 - 11.06.2020 14:00","4116","3835","4147","n/e","n/e","n/e","3512","3176","3130"
"11.06.2020 14:00 - 11.06.2020 15:00","3384","3274","3617","n/e","n/e","n/e","3416","3204","3113"
"11.06.2020 15:00 - 11.06.2020 16:00","2860","2751","2860","n/e","n/e","n/e","3321","3232","3095"
"11.06.2020 16:00 - 11.06.2020 17:00","2163","2040","2182","n/e","n/e","n/e","3180","3218","3016"
"11.06.2020 17:00 - 11.06.2020 18:00","1308","1243","1306","n/e","n/e","n/e","3040","3204","2936"
"11.06.2020 18:00 - 11.06.2020 19:00","564","547","577","n/e","n/e","n/e","2900","3189","2859"
"11.06.2020 19:00 - 11.06.2020 20:00","117","120","123","n/e","n/e","n/e","3076","3484","3195"
"11.06.2020 20:00 - 11.06.2020 21:00","0","0","0","n/e","n/e","n/e","3253","3779","3531"
"11.06.2020 21:00 - 11.06.2020 22:00","0","0","0","n/e","n/e","n/e","3430","4074","3868"
"11.06.2020 22:00 - 11.06.2020 23:00","0","N/A","0","n/e","n/e","n/e","3990","N/A","3895"
"11.06.2020 23:00 - 12.06.2020 00:00","0","N/A","0","n/e","n/e","n/e","4163","N/A","4092"
"12.06.2020 00:00 - 12.06.2020 01:00","0","N/A","0","n/e","n/e","n/e","4338","N/A","4297"
"12.06.2020 01:00 - 12.06.2020 02:00","0","N/A","0","n/e","n/e","n/e","4168","N/A","4229"
"12.06.2020 02:00 - 12.06.2020 03:00","0","N/A","0","n/e","n/e","n/e","4000","N/A","4167"
"12.06.2020 03:00 - 12.06.2020 04:00","0","N/A","0","n/e","n/e","n/e","3833","N/A","4108"
"12.06.2020 04:00 - 12.06.2020 05:00","4","N/A","4","n/e","n/e","n/e","3989","N/A","4138"
"12.06.2020 05:00 - 12.06.2020 06:00","276","256","256","n/e","n/e","n/e","4149","3968","3968"
"12.06.2020 06:00 - 12.06.2020 07:00","900","857","857","n/e","n/e","n/e","4309","4019","4019"
"12.06.2020 07:00 - 12.06.2020 08:00","1956","1858","1858","n/e","n/e","n/e","4436","4195","4195"
"12.06.2020 08:00 - 12.06.2020 09:00","3038","2945","2893","n/e","n/e","n/e","4564","4385","3949"
"12.06.2020 09:00 - 12.06.2020 10:00","3921","3770","3860","n/e","n/e","n/e","4693","4578","3949"
"12.06.2020 10:00 - 12.06.2020 11:00","4720","4278","4537","n/e","n/e","n/e","4954","4982","4327"
"12.06.2020 11:00 - 12.06.2020 12:00","5132","4528","5081","n/e","n/e","n/e","5217","5392","4717"
"12.06.2020 12:00 - 12.06.2020 13:00","5177","4708","5226","n/e","n/e","n/e","5480","5804","5110"
"12.06.2020 13:00 - 12.06.2020 14:00","5072","4872","4957","n/e","n/e","n/e","5100","5157","4807"
"12.06.2020 14:00 - 12.06.2020 15:00","4590","4720","4506","n/e","n/e","n/e","4720","4512","4506"
"12.06.2020 15:00 - 12.06.2020 16:00","3851","4103","3901","n/e","n/e","n/e","4341","3869","4212"
"12.06.2020 16:00 - 12.06.2020 17:00","2906","3093","2926","n/e","n/e","n/e","4074","3534","3829"
